0,1
1,"{'0': 2.157623767852783, '38': 1.9243637323379517, '62': 2.053950786590576, '75': 2.02726149559021, '26': 1.840227723121643, '17': 0.0016525851096957922, '20': 1.455214500427246, '7': 0.002209449652582407, '95': 2.1974453926086426, '35': 2.448037624359131}"
3,"{'17': 0.0008634639671072364, '69': 1.4854800701141357, '34': 1.2438178062438965, '30': 1.406290888786316, '66': 0.0010055487509816885, '92': 1.2732328176498413, '8': 0.4790695309638977, '28': 1.194182276725769, '46': 2.2249128818511963, '82': 1.2985126972198486}"
5,"{'65': 0.0007373564876616001, '42': 0.060997892171144485, '38': 0.22615230083465576, '75': 0.011340237222611904, '54': 0.7714429497718811, '66': 0.00045258953468874097, '22': 0.4111592769622803, '27': 0.25488799810409546, '63': 1.1691858768463135, '74': 0.0013381980825215578}"
7,"{'24': 0.768781840801239, '3': 1.1580543518066406, '6': 0.7899459600448608, '37': 1.2474266290664673, '51': 0.1394815295934677, '56': 0.32029348611831665, '42': 0.05781806260347366, '87': 1.2707598209381104, '63': 0.20272037386894226, '46': 1.9105939865112305}"
9,"{'71': 0.011711236089468002, '44': 0.9249584078788757, '55': 1.0635262727737427, '8': 0.03900594636797905, '87': 0.21388845145702362, '15': 0.21246294677257538, '48': 0.18660353124141693, '97': 0.34369105100631714, '49': 0.3435397744178772, '59': 0.5007022023200989}"
11,"{'28': 0.5734539031982422, '15': 0.5976629257202148, '19': 3.8755195140838623, '30': 0.09590674936771393, '66': 0.010944174602627754, '79': 1.2300057411193848, '82': 1.1665661334991455, '3': 0.5008084774017334, '80': 0.9892021417617798, '81': 0.7196621298789978}"
13,"{'7': 0.004483742173761129, '47': 0.28825289011001587, '67': 0.5260222554206848, '20': 0.09593506157398224, '24': 0.2345108985900879, '8': 0.06968957930803299, '17': 0.000245564675424248, '25': 0.13010476529598236, '26': 0.1940578669309616, '83': 0.49670514464378357}"
15,"{'74': 0.00021608456154353917, '65': 0.0001705685572233051, '61': 0.6874657869338989, '57': 0.13552236557006836, '8': 0.22916629910469055, '27': 0.018683796748518944, '5': 0.015168512240052223, '6': 0.6930914521217346, '92': 0.3081987798213959, '50': 0.12614616751670837}"
17,"{'10': 0.18655666708946228, '23': 0.24561786651611328, '61': 0.2990444600582123, '47': 0.5978571772575378, '41': 0.5590423941612244, '51': 0.05217505246400833, '96': 0.0070517398416996, '64': 0.018715163692831993, '70': 0.0799066424369812, '52': 0.0004529693105723709}"
